Student ID,English,History,Math,Physical Education,Science,Average,WeightedAverage,Status
5609,85,50,65,85,85,74.0,77.0,Pass
5610,75,75,50,85,95,76.0,71.0,Fail
5611,85,50,95,75,85,78.0,89.0,Pass
5612,50,65,75,85,75,70.0,67.5,Fail
5613,65,75,85,85,95,81.0,82.0,Pass
5614,75,85,85,75,75,79.0,79.0,Pass
5615,95,50,85,95,85,82.0,88.0,Pass
5616,75,95,65,50,85,74.0,74.0,Fail
5617,75,75,95,50,65,72.0,80.0,Pass
5618,65,95,75,95,75,81.0,72.0,Fail
5619,95,85,65,65,85,79.0,80.0,Pass
5620,65,65,95,50,50,65.0,72.5,Fail
5621,50,50,50,50,75,55.0,57.5,Fail
5622,75,85,75,95,75,81.0,75.0,Pass
5623,65,95,50,50,65,65.0,59.0,Fail
5624,65,50,95,50,85,69.0,83.0,Pass
5625,85,65,50,85,50,67.0,60.5,Fail
5626,75,85,65,65,50,68.0,63.5,Fail
5627,95,50,85,50,65,69.0,82.0,Pass
5628,65,95,65,75,65,73.0,65.0,Fail
5629,95,65,85,50,65,72.0,82.0,Pass
5630,65,75,65,85,75,73.0,68.0,Fail
5631,65,50,65,75,65,64.0,65.0,Fail
5632,85,85,85,95,75,85.0,82.0,Pass
5633,50,95,85,75,50,71.0,64.0,Fail
5634,50,85,95,75,75,76.0,75.5,Pass
5635,85,85,85,75,85,83.0,85.0,Pass
5636,65,75,65,50,75,66.0,68.0,Fail
5637,85,65,75,85,50,72.0,70.5,Fail
5638,65,50,85,95,50,69.0,68.5,Fail
5639,95,50,85,50,85,73.0,88.0,Pass
5640,50,75,65,85,95,74.0,69.5,Fail
5641,75,65,50,95,50,67.0,57.5,Fail
5642,50,50,95,95,95,77.0,81.5,Pass
5643,65,75,75,85,75,75.0,72.0,Fail
5644,85,65,75,75,75,75.0,78.0,Pass
5645,50,85,65,85,75,72.0,63.5,Fail
5646,65,75,75,65,85,73.0,75.0,Pass
5647,95,95,85,95,75,89.0,85.0,Pass
5648,95,50,50,85,65,69.0,68.0,Fail
5649,95,75,85,65,75,79.0,85.0,Pass
5650,65,75,75,50,50,63.0,64.5,Fail
5651,75,65,50,65,65,64.0,62.0,Fail
5652,85,65,65,65,65,69.0,71.0,Fail
5653,65,50,85,75,50,65.0,68.5,Fail
5654,95,65,75,85,95,83.0,87.0,Pass
5655,75,65,50,75,75,68.0,65.0,Fail
5656,50,85,75,50,50,62.0,60.0,Fail
5657,65,50,50,85,65,63.0,59.0,Fail
5658,85,85,95,65,95,85.0,92.0,Pass
5659,95,75,75,65,95,81.0,87.0,Pass
5660,95,95,65,85,85,85.0,80.0,Pass
5661,65,95,65,85,75,77.0,68.0,Fail
5662,75,85,65,85,95,81.0,77.0,Pass
5663,75,75,95,95,75,83.0,83.0,Pass
5664,95,75,85,85,95,87.0,91.0,Pass
5665,75,85,95,50,95,80.0,89.0,Pass
5666,95,50,75,50,95,73.0,87.0,Pass
5667,85,75,95,50,50,71.0,78.5,Pass
5668,75,75,50,75,75,70.0,65.0,Fail
5669,75,85,75,50,95,76.0,81.0,Pass
5670,65,85,50,85,85,74.0,65.0,Fail
5671,75,75,50,85,85,74.0,68.0,Fail
5672,65,75,95,65,50,70.0,72.5,Fail
5673,50,50,50,95,95,68.0,63.5,Fail
5674,65,95,65,75,50,70.0,60.5,Fail
5675,85,95,50,95,50,75.0,60.5,Fail
5676,85,75,95,65,65,77.0,83.0,Pass
5677,75,65,65,75,95,75.0,77.0,Pass
5678,50,85,65,85,85,74.0,66.5,Fail
5679,95,75,95,50,65,76.0,86.0,Pass
5680,65,50,95,85,95,78.0,86.0,Pass
5681,50,75,85,85,95,78.0,77.5,Pass
5682,50,95,50,75,65,67.0,54.5,Fail
5683,65,95,85,75,85,81.0,79.0,Pass
5684,75,50,50,85,95,71.0,71.0,Fail
5685,95,85,65,75,85,81.0,80.0,Pass
5686,50,85,65,75,85,72.0,66.5,Fail
5687,50,95,75,85,85,78.0,70.5,Fail
5688,95,75,95,50,50,73.0,81.5,Pass
5689,85,85,65,50,50,67.0,66.5,Fail
5690,95,95,50,65,50,71.0,63.5,Fail
5691,75,75,65,85,95,79.0,77.0,Pass
5692,95,95,65,50,95,80.0,83.0,Pass
5693,50,65,50,85,85,67.0,60.5,Fail
5694,85,50,85,85,75,76.0,82.0,Pass
5695,65,85,65,95,65,75.0,65.0,Fail
5696,95,50,95,50,95,77.0,95.0,Pass
5697,65,50,95,95,95,80.0,86.0,Pass
5698,65,95,65,75,95,79.0,74.0,Fail
5699,95,65,65,65,65,71.0,74.0,Fail
5700,75,50,75,65,65,66.0,72.0,Fail
5701,50,75,65,95,65,70.0,60.5,Fail
5702,65,85,95,75,65,77.0,77.0,Pass
5703,75,95,50,65,65,70.0,62.0,Fail
5704,75,65,65,75,50,66.0,63.5,Fail
5705,85,65,95,75,65,77.0,83.0,Pass
5706,75,95,50,65,75,72.0,65.0,Fail
5707,95,85,50,95,75,80.0,71.0,Fail
5708,75,75,65,75,65,71.0,68.0,Fail
5709,95,65,95,95,75,85.0,89.0,Pass
5710,85,85,50,95,75,78.0,68.0,Fail
5711,95,85,75,85,50,78.0,73.5,Fail
5712,75,65,75,75,75,73.0,75.0,Pass
5713,75,85,50,85,50,69.0,57.5,Fail
5714,85,50,65,75,95,74.0,80.0,Pass
5715,75,50,95,95,65,76.0,80.0,Pass
5716,95,65,65,75,50,70.0,69.5,Fail
5717,65,95,50,65,75,70.0,62.0,Fail
5718,65,75,95,95,95,85.0,86.0,Pass
5719,95,95,65,95,85,87.0,80.0,Pass
5720,95,75,75,75,50,74.0,73.5,Fail
5721,65,85,65,65,50,66.0,60.5,Fail
5722,65,65,65,50,95,68.0,74.0,Fail
5723,85,65,85,95,50,76.0,74.5,Fail
5724,85,65,75,95,65,77.0,75.0,Pass
5725,95,75,95,65,50,76.0,81.5,Pass
5726,50,85,85,75,50,69.0,64.0,Fail
5727,50,65,50,95,65,65.0,54.5,Fail
5728,95,75,75,75,95,83.0,87.0,Pass
5729,95,85,65,85,95,85.0,83.0,Pass
5730,75,75,65,65,65,69.0,68.0,Fail
5731,50,50,95,50,50,59.0,68.0,Fail
5732,50,50,95,75,65,67.0,72.5,Fail
5733,50,65,75,65,85,68.0,70.5,Fail
5734,85,85,65,85,65,77.0,71.0,Fail
5735,85,85,95,50,75,78.0,86.0,Pass
5736,85,85,85,85,95,87.0,88.0,Pass
5737,95,85,85,85,75,85.0,85.0,Pass
5738,95,95,85,75,50,80.0,77.5,Pass
5739,75,85,95,95,50,80.0,75.5,Pass
5740,50,65,50,50,50,53.0,50.0,Fail
5741,95,95,50,65,65,74.0,68.0,Fail
5742,95,75,95,50,85,80.0,92.0,Pass
5743,95,50,75,65,65,70.0,78.0,Pass
5744,50,95,50,75,65,67.0,54.5,Fail
5745,50,50,95,50,50,59.0,68.0,Fail
5746,75,65,50,95,85,74.0,68.0,Fail
5747,65,75,65,50,50,61.0,60.5,Fail
5748,75,95,65,95,65,79.0,68.0,Fail
5749,65,50,85,50,95,69.0,82.0,Pass
5750,50,65,95,85,95,78.0,81.5,Pass
5751,65,95,85,50,75,74.0,76.0,Pass
5752,50,95,95,85,95,84.0,81.5,Pass
5753,75,75,50,75,50,65.0,57.5,Fail
5754,50,50,50,50,85,57.0,60.5,Fail
5755,95,85,75,95,85,87.0,84.0,Pass
5756,50,65,50,65,65,59.0,54.5,Fail
5757,65,50,65,85,65,66.0,65.0,Fail
5758,95,75,75,50,95,78.0,87.0,Pass
5759,75,50,50,75,50,60.0,57.5,Fail
5760,95,85,85,95,65,85.0,82.0,Pass
5761,95,95,50,95,75,82.0,71.0,Fail
5762,50,50,50,65,95,62.0,63.5,Fail
5763,50,65,75,50,50,58.0,60.0,Fail
5764,50,50,65,65,50,56.0,56.0,Fail
5765,95,65,75,85,95,83.0,87.0,Pass
5766,75,75,85,75,75,77.0,79.0,Pass
5767,75,65,95,85,75,79.0,83.0,Pass
5768,95,65,95,95,50,80.0,81.5,Pass
5769,65,75,50,75,75,68.0,62.0,Fail
5770,95,75,85,75,85,83.0,88.0,Pass
5771,65,75,65,95,65,73.0,65.0,Fail
5772,95,65,85,65,95,81.0,91.0,Pass
5773,85,85,85,50,65,74.0,79.0,Pass
5774,50,95,75,50,85,71.0,70.5,Fail
5775,85,50,65,75,95,74.0,80.0,Pass
5776,65,50,65,75,95,70.0,74.0,Fail
5777,50,75,95,85,95,80.0,81.5,Pass
5778,50,65,85,85,65,70.0,68.5,Fail
5779,65,95,75,75,85,79.0,75.0,Pass
5780,50,95,85,85,95,82.0,77.5,Pass
5781,95,85,85,65,65,79.0,82.0,Pass
5782,75,65,50,65,50,61.0,57.5,Fail
5783,50,85,75,75,75,72.0,67.5,Fail
5784,75,75,65,75,65,71.0,68.0,Fail
5785,85,95,95,85,85,89.0,89.0,Pass
5786,75,95,65,65,95,79.0,77.0,Pass
5787,75,50,65,50,50,58.0,63.5,Fail
5788,50,65,85,75,50,65.0,64.0,Fail
5789,65,75,95,50,65,70.0,77.0,Pass
5790,65,65,65,50,65,62.0,65.0,Fail
5791,50,65,95,75,85,74.0,78.5,Pass
5792,65,85,95,75,50,74.0,72.5,Fail
5793,75,75,50,75,85,72.0,68.0,Fail
5794,50,50,65,65,65,59.0,60.5,Fail
5795,50,75,85,50,95,71.0,77.5,Pass
5796,95,50,65,85,85,76.0,80.0,Pass
5797,75,65,95,50,75,72.0,83.0,Pass
5798,75,85,65,75,75,75.0,71.0,Fail
5799,75,75,95,95,50,78.0,75.5,Pass
5800,75,75,75,65,65,71.0,72.0,Fail
5801,95,75,95,95,95,91.0,95.0,Pass
5802,85,95,50,50,50,66.0,60.5,Fail
5803,85,95,95,85,95,91.0,92.0,Pass
5804,50,65,65,75,75,66.0,63.5,Fail
5805,75,95,75,50,50,69.0,67.5,Fail
5806,50,75,85,50,65,65.0,68.5,Fail
5807,75,95,65,65,75,75.0,71.0,Fail
5808,50,95,95,50,75,73.0,75.5,Pass
5809,65,85,85,85,75,79.0,76.0,Pass
5810,85,95,95,65,50,78.0,78.5,Pass
5811,75,50,95,75,65,72.0,80.0,Pass
5812,85,95,65,95,95,87.0,80.0,Pass
5813,75,95,75,50,95,78.0,81.0,Pass
5814,75,75,95,50,75,74.0,83.0,Pass
5815,85,75,85,65,85,79.0,85.0,Pass
5816,75,95,85,65,95,83.0,85.0,Pass
5817,50,85,95,75,65,74.0,72.5,Fail
5818,65,75,65,75,85,73.0,71.0,Fail
5819,85,50,50,65,75,65.0,68.0,Fail
5820,65,65,95,85,95,81.0,86.0,Pass
5821,75,65,50,65,50,61.0,57.5,Fail
5822,95,95,75,75,50,78.0,73.5,Fail
5823,50,75,85,65,75,70.0,71.5,Fail
5824,50,50,65,50,50,53.0,56.0,Fail
5825,65,85,75,75,50,70.0,64.5,Fail
5826,75,95,95,65,65,79.0,80.0,Pass
5827,85,75,85,65,95,81.0,88.0,Pass
5828,95,75,65,50,65,70.0,74.0,Fail
5829,50,85,75,95,65,74.0,64.5,Fail
5830,75,95,65,75,75,77.0,71.0,Fail
5831,85,65,50,65,75,68.0,68.0,Fail
5832,50,75,65,75,50,63.0,56.0,Fail
5833,65,85,95,85,65,79.0,77.0,Pass
5834,75,50,75,95,65,72.0,72.0,Fail
5835,85,65,95,85,75,81.0,86.0,Pass
5836,65,75,50,50,85,65.0,65.0,Fail
5837,95,85,95,85,95,91.0,95.0,Pass
5838,85,50,65,95,65,72.0,71.0,Fail
5839,85,85,65,95,85,83.0,77.0,Pass
5840,85,95,50,95,95,84.0,74.0,Fail
5841,95,85,50,65,65,72.0,68.0,Fail
5842,95,85,85,75,95,87.0,91.0,Pass
5843,85,85,65,65,65,73.0,71.0,Fail
5844,50,65,95,75,50,67.0,68.0,Fail
5845,75,85,85,65,75,77.0,79.0,Pass
5846,50,85,95,65,95,78.0,81.5,Pass
5847,50,95,65,85,95,78.0,69.5,Fail
5848,95,95,50,85,75,80.0,71.0,Fail
5849,50,85,95,65,75,74.0,75.5,Pass
5850,95,75,85,50,95,80.0,91.0,Pass
5851,95,75,65,95,50,76.0,69.5,Fail
5852,75,65,50,65,65,64.0,62.0,Fail
5853,75,85,95,95,65,83.0,80.0,Pass
5854,85,50,50,75,50,62.0,60.5,Fail
5855,85,75,75,85,75,79.0,78.0,Pass
5856,65,95,65,50,50,65.0,60.5,Fail
5857,85,50,50,50,95,66.0,74.0,Fail
5858,65,50,50,65,65,59.0,59.0,Fail
5859,65,85,85,85,50,74.0,68.5,Fail
5860,65,85,95,85,75,81.0,80.0,Pass
5861,50,65,50,75,65,61.0,54.5,Fail
5862,65,75,50,50,65,61.0,59.0,Fail
5863,50,50,95,75,75,69.0,75.5,Pass
5864,85,50,95,65,50,69.0,78.5,Pass
5865,50,65,95,65,65,68.0,72.5,Fail
5866,50,65,95,95,95,80.0,81.5,Pass
5867,95,50,75,65,65,70.0,78.0,Pass
5868,65,95,50,65,50,65.0,54.5,Fail
5869,75,65,85,85,95,81.0,85.0,Pass
5870,85,95,50,85,75,78.0,68.0,Fail
5871,75,50,65,95,95,76.0,77.0,Pass
5872,85,50,65,75,95,74.0,80.0,Pass
5873,65,65,95,65,95,77.0,86.0,Pass
5874,65,85,95,50,50,69.0,72.5,Fail
5875,95,50,50,95,75,73.0,71.0,Fail
5876,85,85,75,75,95,83.0,84.0,Pass
5877,50,65,65,50,50,56.0,56.0,Fail
5878,65,50,75,75,75,68.0,72.0,Fail
5879,75,85,75,65,75,75.0,75.0,Pass
5880,65,65,50,65,75,64.0,62.0,Fail
5881,95,95,85,95,95,93.0,91.0,Pass
5882,95,75,85,85,75,83.0,85.0,Pass
5883,65,75,95,50,75,72.0,80.0,Pass
5884,50,50,65,95,75,67.0,63.5,Fail
5885,75,50,95,85,75,76.0,83.0,Pass
5886,50,75,50,50,50,55.0,50.0,Fail
5887,75,75,95,95,85,85.0,86.0,Pass
5888,65,75,65,85,85,75.0,71.0,Fail
5889,50,85,95,85,95,82.0,81.5,Pass
5890,95,85,75,95,50,80.0,73.5,Fail
5891,65,95,50,75,95,76.0,68.0,Fail
5892,75,75,85,65,85,77.0,82.0,Pass
5893,85,85,50,85,50,71.0,60.5,Fail
5894,50,95,75,75,75,74.0,67.5,Fail
5895,65,65,95,95,75,79.0,80.0,Pass
5896,95,75,65,85,95,83.0,83.0,Pass
5897,75,75,85,65,85,77.0,82.0,Pass
5898,50,65,65,65,75,64.0,63.5,Fail
5899,65,50,95,65,85,72.0,83.0,Pass
5900,65,75,95,95,95,85.0,86.0,Pass
5901,95,65,65,85,95,81.0,83.0,Pass
5902,85,50,65,65,75,68.0,74.0,Fail
5903,50,65,65,75,65,64.0,60.5,Fail
5904,85,95,85,75,75,83.0,82.0,Pass
5905,65,85,95,65,65,75.0,77.0,Pass
5906,65,50,95,65,50,65.0,72.5,Fail
5907,85,75,65,50,65,68.0,71.0,Fail
5908,85,65,85,75,65,75.0,79.0,Pass
5909,50,50,75,65,95,67.0,73.5,Fail
5910,75,85,50,50,65,65.0,62.0,Fail
5911,75,75,75,95,95,83.0,81.0,Pass
5912,75,85,85,65,95,81.0,85.0,Pass
5913,50,50,75,75,50,60.0,60.0,Fail
5914,85,95,75,95,65,83.0,75.0,Pass
5915,95,50,85,85,65,76.0,82.0,Pass
5916,65,50,65,95,85,72.0,71.0,Fail
5917,50,85,65,95,85,76.0,66.5,Fail
5918,50,65,95,85,75,74.0,75.5,Pass
5919,50,85,65,95,50,69.0,56.0,Fail
5920,65,50,50,85,75,65.0,62.0,Fail
5921,65,65,85,85,85,77.0,79.0,Pass
5922,95,85,50,50,65,69.0,68.0,Fail
5923,50,95,95,65,95,80.0,81.5,Pass
5924,50,85,75,95,65,74.0,64.5,Fail
5925,85,65,50,85,85,74.0,71.0,Fail
5926,75,50,75,65,75,68.0,75.0,Pass
5927,50,50,95,65,75,67.0,75.5,Pass
5928,75,95,50,95,65,76.0,62.0,Fail
5929,75,50,65,75,85,70.0,74.0,Fail
5930,75,50,75,95,75,74.0,75.0,Pass
5931,85,85,50,75,50,69.0,60.5,Fail
5932,75,85,75,95,50,76.0,67.5,Fail
5933,65,75,85,95,50,74.0,68.5,Fail
5934,65,95,75,95,65,79.0,69.0,Fail
5935,50,95,50,65,85,69.0,60.5,Fail
5936,75,75,95,85,75,81.0,83.0,Pass
5937,85,75,65,95,75,79.0,74.0,Fail
5938,85,75,95,75,50,76.0,78.5,Pass
5939,95,50,50,50,75,64.0,71.0,Fail
5940,75,50,95,95,95,82.0,89.0,Pass
5941,75,85,75,65,95,79.0,81.0,Pass
5942,85,85,85,75,65,79.0,79.0,Pass
5943,85,65,95,50,50,69.0,78.5,Pass
5944,50,50,75,50,85,62.0,70.5,Fail
5945,50,75,95,50,75,69.0,75.5,Pass
5946,85,50,95,50,65,69.0,83.0,Pass
5947,50,75,85,65,65,68.0,68.5,Fail
5948,95,75,95,85,65,83.0,86.0,Pass
5949,65,75,85,65,65,71.0,73.0,Fail
5950,95,95,75,95,85,89.0,84.0,Pass
5951,50,95,95,75,95,82.0,81.5,Pass
5952,75,65,75,75,85,75.0,78.0,Pass
5953,85,75,75,65,85,77.0,81.0,Pass
5954,75,95,65,65,65,73.0,68.0,Fail
5955,95,95,75,85,85,87.0,84.0,Pass
5956,85,95,50,65,65,72.0,65.0,Fail
5957,95,50,65,85,95,78.0,83.0,Pass
5958,75,50,95,50,95,73.0,89.0,Pass
5959,50,85,75,85,75,74.0,67.5,Fail
5960,95,95,85,95,50,84.0,77.5,Pass
5961,85,50,75,95,95,80.0,84.0,Pass
5962,50,50,65,85,75,65.0,63.5,Fail
5963,65,75,95,95,65,79.0,77.0,Pass
5964,75,85,75,65,65,73.0,72.0,Fail
5965,65,50,65,95,95,74.0,74.0,Fail
5966,75,50,50,50,95,64.0,71.0,Fail
5967,95,50,65,75,75,72.0,77.0,Pass
5968,50,75,95,50,85,71.0,78.5,Pass
5969,95,65,85,50,75,74.0,85.0,Pass
5970,50,50,85,65,75,65.0,71.5,Fail
5971,85,75,50,95,95,80.0,74.0,Fail
5972,65,50,50,75,50,58.0,54.5,Fail
5973,95,65,65,95,75,79.0,77.0,Pass
5974,95,85,50,75,85,78.0,74.0,Fail
5975,75,85,85,95,65,81.0,76.0,Pass
5976,85,75,50,65,65,68.0,65.0,Fail
5977,65,50,95,65,75,70.0,80.0,Pass
5978,95,50,85,50,85,73.0,88.0,Pass
5979,50,75,65,65,75,66.0,63.5,Fail
5980,65,50,95,50,95,71.0,86.0,Pass
5981,50,50,65,95,95,71.0,69.5,Fail
5982,75,65,75,95,50,72.0,67.5,Fail
5983,75,85,65,95,50,74.0,63.5,Fail
5984,65,50,50,95,85,69.0,65.0,Fail
5985,95,95,85,65,75,83.0,85.0,Pass
5986,65,85,95,50,95,78.0,86.0,Pass
5987,65,95,95,75,65,79.0,77.0,Pass
5988,65,65,65,65,50,62.0,60.5,Fail
5989,50,85,65,65,50,63.0,56.0,Fail
5990,50,65,95,95,95,80.0,81.5,Pass
5991,65,75,95,95,95,85.0,86.0,Pass
5992,95,95,95,50,75,82.0,89.0,Pass
5993,75,65,85,85,50,72.0,71.5,Fail
5994,85,65,75,85,50,72.0,70.5,Fail
5995,75,85,65,85,95,81.0,77.0,Pass
5996,95,75,85,50,95,80.0,91.0,Pass
5997,85,65,50,85,75,72.0,68.0,Fail
5998,75,75,50,95,95,78.0,71.0,Fail
5999,95,95,75,95,75,87.0,81.0,Pass
6000,50,65,95,85,85,76.0,78.5,Pass
6001,75,75,65,95,50,72.0,63.5,Fail
6002,65,85,75,95,95,83.0,78.0,Pass
6003,75,50,65,95,50,67.0,63.5,Fail
6004,95,50,50,65,65,65.0,68.0,Fail
6005,85,65,65,85,75,75.0,74.0,Fail
6006,95,75,65,65,50,70.0,69.5,Fail
6007,95,75,75,85,95,85.0,87.0,Pass
6008,85,75,95,65,95,83.0,92.0,Pass
6009,65,85,50,65,75,68.0,62.0,Fail
6010,75,50,65,95,85,74.0,74.0,Fail
6011,95,75,75,50,65,72.0,78.0,Pass
6012,75,50,95,85,65,74.0,80.0,Pass
6013,95,50,50,75,75,69.0,71.0,Fail
6014,65,50,95,50,50,62.0,72.5,Fail
6015,75,75,65,75,75,73.0,71.0,Fail
6016,50,85,95,75,75,76.0,75.5,Pass
6017,85,85,75,75,75,79.0,78.0,Pass
6018,85,85,85,95,85,87.0,85.0,Pass
6019,95,75,95,65,75,81.0,89.0,Pass
6020,65,75,95,95,85,83.0,83.0,Pass
6021,85,85,50,75,95,78.0,74.0,Fail
6022,65,85,95,95,85,85.0,83.0,Pass
6023,75,75,75,50,50,65.0,67.5,Fail
6024,95,85,65,75,75,79.0,77.0,Pass
6025,65,95,50,65,75,70.0,62.0,Fail
6026,50,75,95,75,65,72.0,72.5,Fail
6027,65,65,85,65,50,66.0,68.5,Fail
6028,95,65,95,85,95,87.0,95.0,Pass
6029,75,65,50,75,85,70.0,68.0,Fail
6030,85,65,95,85,75,81.0,86.0,Pass
6031,85,65,75,50,50,65.0,70.5,Fail
6032,50,65,75,65,95,70.0,73.5,Fail
6033,75,85,75,65,85,77.0,78.0,Pass
6034,95,65,65,95,85,81.0,80.0,Pass
6035,50,95,50,85,85,73.0,60.5,Fail
6036,65,50,85,75,95,74.0,82.0,Pass
6037,65,75,75,95,65,75.0,69.0,Fail
6038,50,95,95,85,50,75.0,68.0,Fail
6039,65,75,50,95,85,74.0,65.0,Fail
6040,65,50,75,50,85,65.0,75.0,Pass
6041,50,75,50,50,85,62.0,60.5,Fail
6042,65,50,65,65,65,62.0,65.0,Fail
6043,50,50,85,75,75,67.0,71.5,Fail
6044,65,95,95,75,50,76.0,72.5,Fail
6045,65,65,85,95,50,72.0,68.5,Fail
6046,50,65,50,95,50,62.0,50.0,Fail
6047,65,85,95,50,65,72.0,77.0,Pass
6048,50,85,50,85,95,73.0,63.5,Fail
6049,75,95,50,95,95,82.0,71.0,Fail
6050,75,50,65,65,50,61.0,63.5,Fail
6051,50,85,50,85,65,67.0,54.5,Fail
6052,95,50,65,85,65,72.0,74.0,Fail
6053,75,75,65,65,95,75.0,77.0,Pass
6054,95,95,95,75,95,91.0,95.0,Pass
6055,85,95,85,95,75,87.0,82.0,Pass
6056,75,75,85,50,85,74.0,82.0,Pass
6057,95,65,65,75,95,79.0,83.0,Pass
6058,50,50,50,85,50,57.0,50.0,Fail
6059,95,50,50,85,95,75.0,77.0,Pass
6060,75,95,85,65,75,79.0,79.0,Pass
6061,65,65,65,95,50,68.0,60.5,Fail
6062,85,75,95,50,50,71.0,78.5,Pass
6063,85,85,75,75,85,81.0,81.0,Pass
6064,95,50,75,75,50,69.0,73.5,Fail
6065,95,65,95,85,75,83.0,89.0,Pass
6066,65,75,75,85,50,70.0,64.5,Fail
6067,75,95,65,85,65,77.0,68.0,Fail
6068,95,65,95,95,95,89.0,95.0,Pass
6069,75,65,65,85,85,75.0,74.0,Fail
6070,95,65,95,95,95,89.0,95.0,Pass
6071,50,85,65,50,65,63.0,60.5,Fail
6072,85,85,95,95,95,91.0,92.0,Pass
6073,75,75,95,75,95,83.0,89.0,Pass
6074,75,50,65,95,50,67.0,63.5,Fail
6075,95,75,85,65,95,83.0,91.0,Pass
6076,65,65,65,65,50,62.0,60.5,Fail
6077,95,75,85,50,50,71.0,77.5,Pass
6078,95,50,75,95,50,73.0,73.5,Fail
6079,50,65,95,65,65,68.0,72.5,Fail
6080,65,65,85,65,50,66.0,68.5,Fail
6081,75,75,75,50,95,74.0,81.0,Pass
6082,75,75,95,50,85,76.0,86.0,Pass
6083,85,95,95,85,95,91.0,92.0,Pass
6084,65,95,50,95,65,74.0,59.0,Fail
6085,95,65,85,95,85,85.0,88.0,Pass
6086,75,75,50,85,95,76.0,71.0,Fail
6087,50,65,95,85,50,69.0,68.0,Fail
6088,65,85,95,95,95,87.0,86.0,Pass
6089,75,65,75,95,95,81.0,81.0,Pass
6090,65,50,65,95,85,72.0,71.0,Fail
6091,85,75,85,95,65,81.0,79.0,Pass
6092,95,95,95,75,75,87.0,89.0,Pass
6093,65,65,65,95,50,68.0,60.5,Fail
6094,50,65,85,65,50,63.0,64.0,Fail
6095,75,50,85,75,50,67.0,71.5,Fail
6096,75,75,65,95,95,81.0,77.0,Pass
6097,85,85,65,95,50,76.0,66.5,Fail
6098,50,50,65,95,65,65.0,60.5,Fail
6099,85,50,50,50,85,64.0,71.0,Fail
6100,75,95,75,85,85,83.0,78.0,Pass
6101,75,75,85,85,85,81.0,82.0,Pass
6102,85,65,85,85,65,77.0,79.0,Pass
6103,50,95,50,65,50,62.0,50.0,Fail
6104,85,65,65,75,95,77.0,80.0,Pass
6105,50,95,65,85,50,69.0,56.0,Fail
6106,65,65,95,85,50,72.0,72.5,Fail
6107,65,50,95,75,65,70.0,77.0,Pass
6108,75,50,75,85,50,67.0,67.5,Fail
6109,65,75,95,95,65,79.0,77.0,Pass
6110,65,95,95,95,50,80.0,72.5,Fail
6111,65,95,95,50,75,76.0,80.0,Pass
6112,65,65,95,65,95,77.0,86.0,Pass
6113,75,50,85,50,65,65.0,76.0,Pass
6114,65,65,65,50,85,66.0,71.0,Fail
6115,95,50,95,85,95,84.0,95.0,Pass
6116,85,50,65,75,85,72.0,77.0,Pass
6117,75,50,85,85,75,74.0,79.0,Pass
6118,50,50,95,65,85,69.0,78.5,Pass
6119,50,50,65,75,95,67.0,69.5,Fail
6120,65,95,95,85,65,81.0,77.0,Pass
6121,65,65,85,75,95,77.0,82.0,Pass
6122,75,50,75,75,65,68.0,72.0,Fail
6123,95,65,95,65,75,79.0,89.0,Pass
6124,50,75,50,75,85,67.0,60.5,Fail
6125,65,65,95,95,65,77.0,77.0,Pass
6126,95,95,75,65,75,81.0,81.0,Pass
6127,95,75,75,85,50,76.0,73.5,Fail
6128,65,95,75,85,95,83.0,78.0,Pass
6129,50,65,85,75,95,74.0,77.5,Pass
6130,65,65,75,95,85,77.0,75.0,Pass
6131,85,65,95,65,65,75.0,83.0,Pass
6132,65,50,65,65,75,64.0,68.0,Fail
6133,95,50,50,65,85,69.0,74.0,Fail
6134,85,75,50,65,75,70.0,68.0,Fail
6135,65,65,50,95,65,68.0,59.0,Fail
6136,65,65,95,50,75,70.0,80.0,Pass
6137,50,75,85,75,95,76.0,77.5,Pass
6138,95,85,75,65,75,79.0,81.0,Pass
6139,65,75,50,75,75,68.0,62.0,Fail
6140,50,50,75,75,65,63.0,64.5,Fail
6141,50,75,95,95,85,80.0,78.5,Pass
6142,95,65,85,65,50,72.0,77.5,Pass
6143,50,85,50,65,65,63.0,54.5,Fail
6144,50,75,85,75,95,76.0,77.5,Pass
6145,50,85,85,95,95,82.0,77.5,Pass
6146,50,65,65,75,65,64.0,60.5,Fail
6147,65,75,95,50,75,72.0,80.0,Pass
6148,50,95,50,85,50,66.0,50.0,Fail
6149,75,85,85,75,65,77.0,76.0,Pass
6150,50,50,75,50,50,55.0,60.0,Fail
6151,95,75,65,75,50,72.0,69.5,Fail
6152,65,95,95,65,75,79.0,80.0,Pass
6153,95,85,50,65,65,72.0,68.0,Fail
6154,75,95,50,75,85,76.0,68.0,Fail
6155,50,95,95,65,65,74.0,72.5,Fail
6156,75,85,85,65,85,79.0,82.0,Pass
6157,65,50,95,50,50,62.0,72.5,Fail
6158,50,50,75,75,85,67.0,70.5,Fail
6159,65,85,85,75,75,77.0,76.0,Pass
6160,65,65,75,85,75,73.0,72.0,Fail
6161,50,75,95,50,75,69.0,75.5,Pass
6162,85,85,50,85,95,80.0,74.0,Fail
6163,95,85,50,50,50,66.0,63.5,Fail
6164,50,85,75,85,85,76.0,70.5,Fail
6165,85,65,65,75,50,68.0,66.5,Fail
6166,85,65,75,85,65,75.0,75.0,Pass
